emp_no,emp_title_id,birth_date,first_name,last_name,sex,hire_date
280036,e0002,6/3/56,Jianwen,Douceur,M,8/10/91
251899,s0001,5/11/63,Prodip,Luby,M,5/30/91
215535,s0001,4/14/56,Juyoung,Boguraev,F,9/29/92
278783,e0002,6/3/62,Zdislav,Luon,F,3/24/89
28924,s0001,3/7/57,Mohua,Ghelli,F,7/8/90
498324,s0001,4/1/54,Wonhee,Vecchi,F,5/31/89
294558,s0001,6/7/59,Honglan,Bennet,M,3/21/87
216793,e0003,2/5/63,Yongmao,Coullard,M,7/21/87
23956,s0001,4/5/53,Jongsuk,Maraist,F,5/15/94
492512,e0004,5/14/56,Trygve,Nicolson,M,9/28/85
256557,s0001,10/29/63,Arno,Jiafu,M,10/22/91
71365,e0003,4/6/52,Remzi,Bratsberg,M,5/18/88
484805,s0001,3/3/59,Shirish,Bolotov,F,4/11/85
72753,s0001,5/25/57,Tetsushi,Foote,M,12/12/87
63734,e0001,8/24/57,Ingmar,Biron,M,10/26/89
401361,e0002,11/1/56,Kokou,Munawer,F,9/16/98
465763,e0003,3/19/53,Jaroslava,Kaiserswerth,F,6/30/94
295858,s0001,6/26/53,Sugwoo,Steinauer,F,7/16/92
401478,e0003,10/23/64,Uri,Juneja,M,12/16/94
93241,s0002,4/6/55,Juichirou,Borstler,M,11/27/86
294737,s0001,6/10/56,Tremaine,Kisuki,F,10/2/91
99693,s0001,7/19/57,Gurbir,Muhlberg,M,3/13/87
266862,s0002,1/10/65,Mart,Plumb,F,4/21/86
107232,e0003,9/12/57,Richard,Servieres,M,7/1/93
450060,e0003,6/14/56,Toney,Brattka,F,6/28/92
71055,e0003,5/18/64,Hironobu,Lamba,M,7/1/87
90975,e0004,8/25/52,Dulce,Brickell,M,11/18/86
260896,e0002,6/27/57,Yuichiro,Poupard,F,1/3/89
220831,e0003,9/25/57,Navid,Wolniewicz,M,7/12/93
237145,e0003,4/6/60,Tzu,Baik,F,12/27/93
437261,e0002,7/21/56,Xuejia,Paludetto,M,12/5/89
291203,e0003,11/10/59,Sedat,Leaver,F,10/12/85
431624,e0003,4/10/53,Sanjiv,Niizuma,M,10/6/88
241356,e0002,6/17/60,Emdad,Kamber,F,8/20/98
409142,e0003,6/23/60,Berna,Boissier,M,3/26/86
219182,e0002,8/26/64,Valery,Stiles,M,8/8/85
216094,s0001,4/25/54,Prodip,Rosca,M,12/31/90
487972,e0004,2/10/55,Khun,Bahi,F,5/21/94
30997,e0003,8/21/64,Zhonghua,Cummings,F,6/2/89
411459,e0003,4/25/53,Jeane,Reinhart,M,8/19/94
76900,s0001,9/11/60,Nahid,Hinsberger,M,11/15/90
209828,e0002,7/3/52,Vatsa,Brender,M,12/7/86
229094,e0002,10/30/64,Fayez,Pell,M,5/14/86
460230,e0003,8/20/54,Radhia,Brickell,M,10/10/92
12193,s0002,9/18/63,Lucian,Oxman,M,8/10/89
439660,e0003,6/4/53,Zhonghui,Budinsky,M,6/9/86
270592,e0003,12/29/57,Ayonca,Kading,M,5/16/94
35986,s0001,11/21/57,Avishai,Nooteboom,F,2/25/85
298980,s0001,6/30/55,Patricio,Lundstrom,M,8/8/86
235861,e0002,7/11/53,Xiahua,Talmor,M,1/23/94
476076,e0003,4/10/63,Genta,Ulupinar,M,4/20/86
59243,e0003,6/13/64,Kazuhira,Curless,M,9/10/88
412507,s0001,11/28/62,Rasiah,Basagni,M,6/23/89
38775,e0002,4/2/64,Mariangiola,Zobel,M,7/14/91
88173,e0002,2/15/64,Somnath,Kavanagh,M,6/30/97
431037,e0003,1/5/62,Domenick,Coors,F,4/13/93
253409,e0003,8/9/55,Janalee,Hanratty,M,6/13/90
263223,e0002,7/20/53,Hisao,Khalil,M,7/2/87
74189,s0001,11/6/52,Fox,Mawatari,M,2/26/90
231086,s0001,10/28/60,Guoxiang,Boissier,M,6/3/86
435801,e0003,4/12/64,Temple,Schonegge,F,11/4/92
223302,s0001,1/2/54,Inderjeet,Feldmann,M,4/21/93
276318,s0002,1/30/54,Rosella,Neiman,F,2/17/85
449294,e0003,7/14/58,Teruyuki,Herbst,M,6/28/85
489589,e0003,6/6/58,Eran,Sethi,M,10/27/94
453097,s0002,8/29/59,Brigham,Ossenbruggen,M,1/5/86
458105,e0003,5/21/54,Zejun,Jonsson,M,7/7/86
99200,e0003,6/19/58,Claudi,Talmor,M,10/22/90
470435,e0002,4/19/59,Gio,Rosay,M,1/18/90
228232,s0001,2/13/56,Elvis,Matzke,M,1/8/88
493596,e0002,4/27/54,Lein,Matteis,M,3/6/89
207117,e0003,4/6/63,Kamakshi,Talmon,F,12/15/89
10348,e0004,3/11/56,Mahendra,Picco,F,10/22/95
240123,e0003,11/17/62,Surveyors,Harbusch,F,9/17/90
86437,e0003,12/31/54,Zvonko,Bednarek,F,5/22/85
250165,e0003,1/22/59,Uri,Heijenga,M,5/15/88
450599,s0001,8/20/53,Kagan,Rahimi,F,3/24/85
228764,e0003,11/28/62,Mohammed,Rajcani,F,4/11/86
201149,e0004,9/26/60,Shem,Redmiles,M,12/23/85
435730,s0001,1/22/56,Kazunori,Zumaque,F,1/4/90
47888,s0001,1/25/56,Chenye,Dayang,M,6/25/93
441270,e0003,12/7/58,Kellie,Remmers,M,3/23/88
296575,s0001,9/18/56,Kwok,Servi,F,5/19/85
31359,e0003,9/1/63,Lunjin,Cullers,F,10/9/85
490203,s0001,11/21/55,Gay,Crelier,M,1/12/95
418025,e0003,10/22/58,Ekawit,Malabarba,M,11/26/91
499521,e0003,1/31/63,Basem,Vural,M,11/8/85
473170,e0003,2/26/54,Tommaso,Gecseg,M,8/31/97
202771,s0001,7/14/60,Otmar,Merro,M,8/16/87
239903,e0003,5/28/60,Ulf,Magalhaes,M,6/7/91
422007,e0003,8/21/57,Shaowei,Ligten,F,2/25/94
91923,e0002,8/4/57,Xinglin,Kulisch,M,5/16/91
283039,e0003,6/6/53,Mohit,Georgakopoulos,F,1/2/92
463373,s0001,8/9/52,Shahab,Imataki,M,9/8/92
464102,e0003,3/5/54,Sibyl,Maraist,F,9/6/87
443301,e0003,1/28/54,Kristine,Ratnaker,M,1/18/90
487014,e0003,9/19/54,Amstein,Schiper,F,3/7/88
52654,e0003,4/26/61,Yuichiro,Gulak,M,2/28/90
493413,e0003,4/29/59,Charmane,Pileggi,M,12/4/87
245173,e0003,10/19/64,Neven,Eiter,M,3/10/89
276021,s0001,1/6/63,Roddy,Syrotiuk,F,5/1/93
75194,e0002,6/20/62,Rosine,Czaja,M,11/5/91
450278,s0001,10/1/64,Nevio,Joslin,F,7/3/91
90581,e0003,8/26/56,Aria,Anily,F,10/1/88
32914,s0001,1/20/58,Toshimi,Baak,F,7/24/87
46863,e0003,3/15/57,Bodh,Binkley,M,10/1/97
56789,e0003,1/15/56,Abdulla,Schlenzig,M,2/4/85
45137,s0001,7/28/62,Serap,Scallan,M,8/1/89
109414,e0003,1/7/54,Niteen,Kalefeld,M,7/28/95
262036,e0003,5/17/59,Atreyi,Mawatari,M,12/1/95
259424,s0002,5/6/53,Barun,Dayana,M,10/21/88
482632,e0003,12/9/60,Hidekazu,Gils,F,12/17/89
205345,e0003,7/14/55,Sachem,Kavraki,M,5/3/94
106900,e0003,7/8/60,Taegyun,Mansanne,M,11/19/94
276942,e0003,5/30/56,Hausi,Molenkamp,M,3/4/95
290634,s0002,6/1/64,Bernd,Serre,M,7/27/91
243167,e0003,4/20/55,Flemming,Cusworth,M,2/12/88
268500,s0001,10/13/54,Yaghout,Weedman,M,4/27/90
481355,e0003,8/14/52,LiMin,Munoz,F,7/5/85
16986,e0003,10/28/52,Hirochika,Gecseg,M,6/12/85
230755,e0003,1/6/63,Karlis,Garnick,F,3/26/93
256309,s0001,1/18/64,Jayesh,Dulay,M,9/4/96
205657,e0003,10/1/64,Gretta,Pepe,M,1/5/86
457610,s0002,6/28/63,Duri,Dayana,F,5/16/86
108795,s0001,5/17/64,Zeydy,Haraldson,F,11/21/86
259839,s0001,5/29/63,Weidon,McFarlin,M,10/27/86
55281,e0003,9/19/54,Mohammad,Ellozy,F,3/25/85
50125,s0001,2/16/54,Surveyors,Krybus,M,4/26/94
77895,e0004,4/14/57,Tremaine,Cooke,M,6/25/88
93707,e0003,2/12/62,Qingxiang,Rullman,M,5/20/86
489700,e0003,11/29/63,Bangqing,Denny,M,6/26/87
269056,s0001,5/8/57,Boguslaw,Ramaiah,M,6/5/87
25433,e0003,7/10/57,Berthier,Erni,F,11/22/88
222714,e0003,1/10/64,Sergi,Hiltgen,M,2/15/91
96733,e0003,7/18/61,Makato,Jonsson,F,3/9/87
424665,s0001,1/25/61,Hidde,Vecchi,M,9/15/88
243475,s0001,2/12/59,Giordano,Pearson,M,10/10/87
26925,s0001,7/4/56,Jolita,Gils,M,8/14/87
261801,s0001,4/20/53,Van,Kinley,M,6/6/88
91225,s0001,12/10/52,Pranjal,Mamelak,M,7/25/85
416488,e0003,9/11/63,Mayumi,Tetzlaff,F,12/10/89
13061,e0002,10/29/58,Makato,Pelc,M,7/8/88
476863,e0002,8/12/57,Hidde,Puppo,F,6/13/91
459718,s0001,4/10/56,Barna,Dahlbom,M,4/3/93
402656,s0001,12/23/57,Uli,Pena,M,7/23/99
482352,e0003,12/10/59,Bader,Jeansoulin,M,7/20/86
485705,s0001,9/11/57,Remmert,Brandsma,M,12/18/86
471809,s0001,8/30/52,Moty,Paciorek,F,9/25/88
459900,e0002,9/2/52,Uta,Jahnichen,F,12/25/93
226117,s0001,5/29/54,Youssef,Przulj,F,11/24/86
289320,s0002,10/2/57,Kwangjo,Bennet,F,7/16/86
488494,s0001,10/16/60,Berhard,Valette,F,9/24/90
225724,e0003,6/15/52,Serge,Bauknecht,F,5/26/94
297602,s0002,7/20/58,Yishai,Mamelak,M,10/22/92
51881,e0003,9/6/57,Uinam,Boyle,F,7/11/88
105411,e0002,9/12/59,Eirik,Rossi,M,7/16/99
470042,s0001,2/20/56,Kwangyoen,Rajcani,F,10/2/85
408989,e0003,6/5/54,Huei,Heyers,M,2/21/87
70662,e0002,2/16/56,Khedija,Jansen,M,4/13/95
235392,s0001,5/4/56,Fun,Broder,M,5/11/95
436699,s0002,6/12/62,Bojan,Androutsos,M,12/28/86
262388,e0003,4/24/61,Alassane,Magalhaes,F,10/20/91
294700,s0001,4/11/62,Heekeun,Vitiello,M,11/30/92
271230,s0002,4/12/56,Chanjung,Shrader,M,10/7/85
27518,e0002,6/29/60,Noritoshi,Ramsay,M,1/11/88
216905,e0004,4/28/52,Arun,Decaestecker,F,8/24/92
418904,s0001,12/16/56,Denis,Hanratty,F,1/19/86
424130,e0004,12/15/58,Dines,Swab,M,10/10/87
67765,s0001,8/9/63,Huican,Albarhamtoshy,M,2/12/91
299679,e0003,6/2/58,Masasuke,Rotem,F,9/11/86
477234,s0001,4/11/59,Shimshon,Kandlur,M,12/15/90
279698,e0002,1/6/62,Douadi,Francisci,F,7/20/88
69384,s0001,7/18/56,Mohammad,Valette,M,2/5/91
236232,s0001,4/13/57,Pantung,Boguraev,M,3/3/85
298504,e0002,4/9/62,Danny,Zhiwei,M,10/24/86
439492,e0002,2/14/61,Zhonghui,Matheson,F,9/9/87
74508,e0002,8/27/53,Khun,Percebois,M,12/2/88
249651,e0002,1/16/56,Bernardo,Tzvieli,F,1/9/88
469124,e0004,12/28/64,Kwangyoen,Perelgut,M,12/26/86
86654,s0001,3/18/52,Jeane,Taubenfeld,F,3/28/86
426835,e0002,8/25/60,Nidapan,Schieder,M,9/10/91
422768,s0001,2/21/58,Jovan,Beetstra,M,12/4/87
89928,e0003,10/11/53,Gully,Sambasivam,M,3/9/87
63944,e0002,9/18/59,Bluma,Litecky,M,1/3/86
426724,s0001,4/10/64,Dzung,Feldhoffer,F,4/19/89
280641,e0004,6/23/58,Kish,Snyers,M,10/15/87
486556,s0002,2/13/58,Yuguang,Eldridge,M,8/2/89
91199,s0001,3/8/59,Tru,Ligten,M,9/11/92
293152,e0002,7/10/56,Yonghoan,Denis,M,4/27/92
285617,s0001,10/9/64,Mabry,Pettey,M,9/25/95
12825,e0003,4/28/55,Sakthirel,Cannata,F,8/25/92
275577,e0001,7/10/52,Shaz,Benveniste,F,7/19/92
492978,e0003,6/2/62,Marla,Cullers,M,6/16/90
250201,e0003,5/13/62,Reuven,Yoshizawa,M,9/13/85
237046,s0001,1/9/59,Chaitali,Silva,F,12/11/94
249182,e0003,9/15/58,Georg,Muhling,M,10/9/85
245937,e0003,6/19/63,Shietung,Stemann,F,2/15/91
227893,s0001,6/13/59,Ziyad,Cooman,M,4/15/90
446513,s0001,2/5/62,Leaf,Menhoudj,F,7/9/87
283962,e0002,3/4/55,Lucian,Snedden,F,8/14/91
53659,s0001,6/1/53,Feipei,Sommer,M,11/14/85
292383,s0001,12/9/53,Gererd,Salverda,M,12/5/87
293419,e0003,10/10/56,Sahrah,Reinhard,F,1/31/87
276795,e0003,11/27/63,Akeno,Ratnaker,M,7/14/85
40887,s0001,2/17/56,Jessie,Chachaty,M,5/3/88
84705,e0003,1/4/62,Yannis,Rosen,M,8/21/85
33095,s0001,12/26/56,Barna,Kragelund,M,1/19/90
95466,e0003,4/14/59,Apostol,Erdi,F,1/20/87
474303,s0002,7/31/54,Marco,Hockney,M,5/22/87
25500,e0003,1/8/57,Kwangyoen,Bednarek,F,2/27/94
17196,e0003,10/10/55,Quingbo,Fasbender,F,7/10/91
281655,s0001,5/23/53,Maja,Keohane,M,1/27/94
80672,e0003,1/25/58,Lokesh,Mandell,M,3/18/89
102524,s0001,6/13/52,King,Kilgour,M,8/13/93
416506,e0002,3/4/58,Marco,Basawa,M,5/18/94
473224,e0003,2/15/53,Arup,Crabtree,M,11/8/87
449587,s0001,2/27/61,Temple,Anger,F,12/6/86
209503,e0002,2/27/59,Mani,Rijckaert,F,10/21/90
231089,e0003,10/19/59,Anneli,Hmelo,M,11/4/86
424857,e0003,7/20/63,Pascal,Frezza,M,2/13/86
67523,e0003,8/16/55,Pohua,Gelosh,M,12/6/88
457696,e0002,6/10/57,Shay,Mundy,M,3/17/88
47789,e0002,6/24/56,Slavian,Simkin,M,6/17/92
90628,s0001,9/2/59,Tse,Bernardinello,M,1/14/92
81230,s0001,11/19/60,Geoff,Rotem,M,10/4/86
207544,s0001,9/16/55,Kensyu,Hardjono,M,2/18/89
292504,e0003,1/27/65,Georgi,Bednarek,F,11/28/91
55382,e0002,3/31/54,Ziya,Shihab,F,7/11/85
207439,e0003,7/21/53,Zongyan,Pouyioutas,M,7/12/86
295951,s0001,7/20/63,Foong,Luca,F,1/20/92
242625,e0003,11/1/60,Bodh,Khalid,M,6/11/89
73834,e0003,6/11/54,Kerryn,Zeilberger,M,1/2/86
411422,e0002,7/13/62,Zijian,Baar,F,11/16/88
476340,s0001,10/30/61,Rance,Remmele,F,2/13/86
238877,e0002,9/8/60,Patricia,Wallrath,M,7/27/98
247306,s0001,11/26/53,Berry,Rosaz,F,11/24/86
251564,e0004,10/4/60,Xinglin,Schmittgen,F,9/10/85
43695,s0001,1/1/53,Miyeon,Luby,M,8/24/89
219035,e0004,1/18/65,Kristine,Bierman,F,5/13/88
426118,s0001,11/18/55,Boalin,Rosaz,F,9/9/92
258481,e0002,7/26/60,Kazuhisa,Demizu,M,1/9/86
242513,e0004,8/19/64,Morris,Jarecki,M,1/14/91
15450,e0002,8/27/58,Ugo,Salverda,M,6/14/99
13229,e0002,8/25/64,Leszek,Kawashima,F,10/21/88
440082,e0003,5/3/61,Shuky,Schade,F,4/18/91
100241,s0001,1/26/61,Kwan,Oxenboll,F,3/8/93
61515,s0001,10/22/53,Mats,Curless,M,1/3/86
13543,s0001,6/30/56,Tua,Garigliano,F,7/28/86
29274,e0003,2/28/64,Sariel,Hebden,F,11/4/87
232229,e0002,3/24/53,Fox,Noriega,M,8/6/86
67705,s0001,7/16/54,Genevieve,Khalil,F,6/29/88
416141,e0003,3/15/63,Pintsang,McFarlin,M,5/27/85
50235,e0003,5/30/61,Phillip,Impagliazzo,M,7/8/89
105842,s0002,5/1/56,Hugh,Cappelli,M,11/16/93
429012,e0002,8/29/60,Ute,Rothenberg,M,7/15/87
431421,s0001,6/6/52,Sasan,Viele,F,8/19/87
252302,e0003,5/18/53,Baoqiu,Sommen,F,12/4/92
456096,e0001,9/27/60,DAIDA,Pramanik,M,1/9/87
57072,e0003,1/31/61,Gay,Peir,F,8/2/89
463586,s0001,12/17/63,Xiaopeng,Piazza,F,8/17/91
402076,s0001,4/22/53,Rasiah,Condotta,F,1/16/98
240833,e0002,1/11/60,Martins,Denis,M,6/10/93
446245,e0003,10/17/59,Mountaz,Birke,M,10/13/85
270791,e0003,2/24/60,Bojan,Clouatre,F,7/19/88
104480,s0001,2/28/52,Arif,Randt,M,9/10/85
292519,e0003,1/25/53,Josyula,Angel,M,4/8/88
256293,s0001,9/22/52,Xiaoshan,Menhoudj,M,8/2/85
401307,s0002,7/20/62,Abdelkader,Bala,M,4/10/87
252659,e0003,7/17/57,Shigeaki,Setlzner,M,12/16/86
296331,e0003,12/9/63,Yurii,Garnick,M,10/8/88
467035,e0003,12/26/62,Mihalis,Claffy,F,3/25/86
248371,e0002,3/6/62,Jaewon,Koblitz,M,3/8/89
239743,e0003,11/12/59,Tsutomu,Mandell,M,7/24/88
72226,s0001,8/15/60,Nectarios,Gecseg,M,8/6/93
429731,s0001,3/26/59,Gad,Puoti,M,6/26/88
245988,e0002,11/30/53,Zhensheng,Famili,M,10/3/90
57558,e0004,1/27/56,Fumiya,Frolund,M,1/21/87
227124,e0003,11/30/61,Rafols,Flexer,M,12/28/87
222186,e0003,5/19/62,Chinya,Comte,F,10/9/92
442060,s0001,4/5/58,Kousuke,Sessa,F,2/17/91
80793,s0001,4/11/58,Woody,Farris,F,2/1/89
483912,s0001,1/17/55,Mana,Comellas,F,2/27/96
285774,e0003,3/30/61,Hitofumi,Heyers,M,9/3/93
236454,s0001,1/17/62,Kotesh,Rikino,M,9/29/86
472163,e0003,9/25/56,Elgin,Kalafatis,M,2/3/94
467769,s0001,6/29/58,Tomokazu,Veeraraghavan,M,2/16/93
106438,e0003,1/15/60,Vincent,Nilsson,M,1/8/92
205272,e0003,5/22/55,Zhenbing,Kuhnemann,M,4/4/85
268645,s0001,12/6/56,Falguni,Kilgour,M,2/15/88
454086,s0001,6/26/56,Kazuhito,Litzkow,M,2/27/95
245661,e0003,9/30/62,Pragnesh,Serre,M,8/5/91
23685,s0001,1/27/54,Seongbin,Neiman,M,3/16/88
211723,s0001,6/20/56,Lorien,Swab,M,1/28/93
462721,s0002,9/23/64,Leif,Taubenfeld,M,7/28/85
239310,e0003,5/27/56,Gad,Badache,M,1/5/91
270684,e0001,10/18/60,Carrsten,Stanfel,M,8/28/88
433637,s0002,6/11/57,Geoffry,Kolinko,F,9/25/93
91067,e0003,3/11/62,Mikhail,Zhang,M,4/16/92
427070,e0002,4/4/56,Mohan,Hanratty,M,9/15/90
203056,s0001,11/1/53,Satyanarayana,Rosay,M,4/26/91
282810,s0001,4/6/53,Zeljko,Merks,M,1/29/86
48654,e0001,4/27/64,Arvind,Liedekerke,M,4/1/95
494521,s0001,12/30/57,Khedija,Lalonde,F,10/20/86
409873,e0004,12/3/52,Taiji,Dayana,F,11/20/87
203326,s0001,11/17/54,Nidapan,Karcich,M,3/31/94
401457,e0003,8/17/53,Hideo,Curless,M,10/11/91
485066,e0003,3/5/52,Subir,Rabehasaina,F,4/11/88
482550,e0003,7/4/61,Kenton,Covnot,M,12/30/91
425234,s0001,2/20/61,Kristin,Braunmuhl,F,9/17/89
206923,e0002,4/12/64,Nechama,Rosen,M,6/18/92
47747,s0001,10/13/63,Charmane,Cappelli,F,4/30/86
499778,s0001,5/7/58,Billie,Sommer,M,5/25/88
220476,s0001,1/26/56,Takahito,Rosenbaum,F,2/25/96
294578,e0003,6/1/54,Alexius,Kermarrec,F,1/20/96
447927,e0003,3/5/59,Fumiko,Munch,M,3/16/87
246576,e0002,1/3/58,Moriyoshi,Birge,M,12/19/89
410302,s0001,9/4/57,Sachem,Rabehasaina,F,12/15/87
268434,s0001,10/19/58,Nakhoon,Kruskal,F,12/13/86
418848,s0001,7/11/62,Deniz,Schwabacher,M,2/27/88
235838,e0003,11/23/59,Jordanka,Huxford,F,3/15/92
403351,s0001,2/17/61,Achilleas,Escriba,M,10/31/92
460689,s0002,5/14/64,Khalid,Dalphin,M,11/28/90
293299,e0003,5/28/63,Miquel,Lundstrom,M,2/23/97
212516,s0001,2/24/52,Taizo,Tasistro,M,9/24/89
94533,e0003,11/28/55,Hsiangchu,Usdin,F,10/23/91
203844,e0002,7/15/60,Toshimori,Kermarrec,M,8/11/85
219420,s0002,8/29/56,Prodip,Hutter,M,11/16/89
408902,s0001,3/18/64,Zsolt,Kawashimo,F,8/1/89
298821,s0001,5/19/57,Chrisa,Schaft,M,8/31/87
487401,e0003,9/29/53,Sadegh,Lagarias,M,9/23/92
90235,s0001,8/30/61,Sumant,Flasterstein,F,2/8/97
487950,s0001,11/1/52,Koldo,Cochrane,M,2/8/95
271658,s0001,4/24/58,Satosi,Condotta,M,3/17/93
400949,e0002,9/27/61,Remko,Narwekar,M,4/11/87
223962,s0002,12/17/59,Fusako,Schonegge,F,8/25/85
251724,s0001,10/5/55,Oguz,Ramaiah,M,4/19/96
443638,e0003,8/22/56,Bernice,Benner,M,11/10/93
441240,e0002,8/4/53,Shounak,Nicolson,M,3/23/86
101274,e0002,6/2/53,Shem,Lovengreen,F,6/13/89
407161,s0002,2/22/60,Boriana,Schreiter,M,7/4/92
402584,s0001,12/18/54,Rimli,Koblick,M,6/23/96
236283,s0001,6/6/53,Sastry,Ozeri,F,2/8/91
464642,e0002,7/9/53,Harjit,Zirintsis,F,8/9/87
408054,s0001,3/4/59,Elvia,Braccini,M,7/9/86
288019,e0003,3/18/59,Fumitaka,Lunn,F,6/4/89
100838,e0004,3/16/54,Kristin,Serre,F,3/28/87
425558,s0001,10/4/52,Mayumi,Baja,M,1/20/86
243646,e0003,9/4/64,Gio,Douceur,F,5/5/85
294063,e0004,11/2/64,Uinam,Murtagh,M,1/28/89
228041,e0003,2/27/64,Izaskun,Selvestrel,F,1/30/87
231768,e0002,9/7/59,Carrsten,Parfitt,M,3/22/88
434354,s0002,7/5/59,Fumino,Falck,M,4/6/87
203747,e0003,5/4/63,Lijie,Rebaine,F,8/12/95
433875,e0003,11/9/61,Khalil,Lanteri,M,5/8/88
50514,s0001,5/9/52,Anneli,Gecseg,M,9/30/91
433731,s0001,5/18/56,Serif,Salvesen,F,2/24/90
223345,e0002,4/21/54,Gita,Penz,M,6/27/92
406341,s0002,5/17/60,Phule,Legleitner,M,12/23/93
239536,s0001,6/12/56,Aram,Braunschweig,M,10/2/95
252508,e0003,7/10/56,Dmitry,Itzigehl,M,11/10/91
30846,e0003,12/29/52,Nidapan,Montresor,M,10/22/87
263288,s0001,8/28/59,Joydip,Nitto,M,11/13/91
292760,e0003,5/30/60,Shunichi,Tsunoo,F,7/15/85
456220,e0003,3/15/61,Jaber,Wroclawski,F,10/5/89
222204,e0003,7/27/53,Huican,Hettesheimer,M,12/26/95
285746,s0001,7/19/61,Jenwei,Munke,M,6/2/87
248147,e0003,2/10/64,Nagui,Journel,M,5/11/89
457902,s0001,8/30/62,Miomir,Chinen,F,11/19/87
422897,e0002,4/2/55,Domenico,Quaggetto,F,10/24/99
16943,e0001,9/29/64,Duro,Pews,M,4/3/91
426378,e0002,7/9/60,Niteen,Leppanen,F,6/8/91
270621,e0003,5/3/64,Jaihie,Poupard,M,8/20/86
44141,s0001,11/4/59,Inderjeet,Schwabacher,M,10/28/89
485830,s0002,5/25/56,Shugo,Kaltofen,M,1/28/87
241652,e0002,1/30/58,Vasilii,Gien,M,9/20/87
496427,s0001,6/5/55,Gennady,Tzvieli,F,2/22/87
216206,s0001,8/20/63,Conal,Wixon,F,5/12/85
105507,s0001,8/26/59,Shooichi,Marzano,F,6/5/86
26351,s0001,7/16/56,Supot,Hiyoshi,M,11/12/86
464098,s0001,12/20/52,Odinaldo,Ushiama,M,4/30/93
26923,e0002,1/11/60,Martijn,Lukaszewicz,M,11/6/88
64299,s0001,5/17/59,Diederik,Valtorta,M,6/19/86
485584,e0003,10/10/55,Uzi,Aingworth,M,2/18/87
274528,e0003,5/25/61,Neelam,Pettis,F,8/30/89
489333,e0002,7/18/57,Chikara,Muniz,F,8/27/89
274816,s0001,2/7/54,Shigehiro,Minakawa,M,4/28/86
482484,e0003,8/26/60,Aluzio,Haumacher,M,2/7/87
415068,s0002,6/22/60,Takushi,Minakawa,M,6/28/93
84167,s0002,5/12/54,Sushant,Brookner,F,9/15/89
453465,e0003,8/29/59,Nidapan,Georgakopoulos,M,5/1/90
447297,e0003,7/4/62,Karlis,Kusakabe,M,5/25/85
473450,s0001,4/11/63,Kish,Itzigehl,M,8/11/92
485098,s0001,7/22/60,Hidefumi,Demizu,M,1/2/90
448217,s0001,7/8/57,Lucien,Fadgyas,M,9/19/92
66809,e0003,5/13/61,Zissis,Rouquie,M,5/22/89
38535,e0003,8/31/53,Patricio,Eastman,M,3/16/93
299279,s0001,1/17/63,Jeanne,Erbe,M,8/18/92
466486,e0003,4/8/63,Larisa,Cronan,M,10/5/86
430362,s0001,1/9/53,Marc,Baranowski,F,10/30/87
245332,s0001,6/24/61,Subhrajyoti,Vural,F,10/17/99
423652,e0003,10/7/62,Yakichi,Trumbly,F,3/25/89
72637,e0003,6/8/61,Kazuhito,Shimshoni,F,3/21/88
292657,s0001,12/18/63,Udaiprakash,Wossner,M,6/29/85
422126,s0001,12/31/57,Make,Pearson,M,12/4/91
415784,e0003,9/14/56,Kerhong,Angelov,M,10/27/88
269751,e0003,5/8/58,Munehiko,Daescu,M,5/1/90
78128,e0002,9/10/57,Xinyu,Zaiane,M,9/22/85
202278,s0001,6/23/56,Szabolcs,Marakhovsky,M,5/4/92
234724,s0002,6/28/64,Martina,Keohane,M,8/8/97
445038,s0001,8/25/55,Mountaz,Ozeki,M,8/15/91
450995,s0001,12/28/59,Sadok,Thorensen,F,4/14/94
79089,s0001,7/6/54,Baocai,Pusterhofer,M,5/30/87
83595,e0003,7/4/53,Divine,Koshino,M,3/25/86
239849,s0002,3/23/59,Hairong,Vieri,F,9/14/86
27734,e0002,7/3/59,Etsuo,Pileggi,F,11/29/92
439065,s0001,9/8/56,Mana,Suessmith,M,4/4/88
23250,e0003,2/20/58,Alexius,Rosaz,M,11/7/86
433453,e0003,11/5/60,Kenroku,Swiss,F,4/29/89
280839,e0003,2/11/59,Elzbieta,Gulak,M,9/6/91
480954,s0001,10/27/57,Yechezkel,Ozery,F,8/16/93
247597,e0003,10/1/57,JoAnna,Ambroszkiewicz,F,5/7/88
443697,e0002,10/26/53,Xinglin,Frijda,M,4/4/90
485922,e0004,12/19/64,Mari,Camurati,F,1/24/94
217811,e0003,10/26/60,Arie,Loncour,F,2/3/86
106603,e0003,4/22/56,Bernd,Fujisaki,M,8/13/85
66700,e0002,11/1/64,Carrsten,Katiyar,M,9/22/88
73799,e0002,11/12/59,Cristinel,Farrag,M,12/17/89
231370,e0003,2/20/61,Danae,Kornyak,M,10/28/91
273097,e0002,11/29/52,Fumiya,Hoppenstand,M,3/31/99
480937,s0001,11/24/59,Luigi,Docker,F,6/23/86
99963,e0002,1/28/61,Yakkov,Peral,F,9/1/85
74848,e0003,11/2/56,Lucian,Werthner,F,5/15/86
71456,e0003,7/31/58,Morrie,Oberman,F,11/26/87
222315,e0003,8/26/60,Mayumi,Geffroy,M,2/21/85
498504,e0002,6/5/62,Mario,Marwedel,M,11/24/89
47760,s0001,12/1/62,Kensei,Pollock,M,5/23/98
47842,e0003,8/16/60,Mark,Sigstam,M,5/21/89
